,Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
6763,Berlin (1936),1936,Football,Football,Frithjof Ulleberg,NOR,Men,football men,Bronze,0.0,0.0,1.0
6764,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Erik BladstrÃƒÂ¶m,SWE,Men,folding K-2 10000m men,Gold,1.0,0.0,0.0
6765,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Sven Johansson,SWE,Men,folding K-2 10000m men,Gold,1.0,0.0,0.0
6766,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Erich Hanisch,GER,Men,folding K-2 10000m men,Silver,0.0,1.0,0.0
6767,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Willy Horn,GER,Men,folding K-2 10000m men,Silver,0.0,1.0,0.0
6768,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Cornelis Wijdekop,NED,Men,folding K-2 10000m men,Bronze,0.0,0.0,1.0
6769,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Pieter Wijdekop,NED,Men,folding K-2 10000m men,Bronze,0.0,0.0,1.0
6770,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Gregor Hradetzky,AUT,Men,folding K-1 10000m men,Gold,1.0,0.0,0.0
6771,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Henri Eberhart,FRA,Men,folding K-1 10000m men,Silver,0.0,1.0,0.0
6772,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Xaver HÃƒÂ¶rmann,GER,Men,folding K-1 10000m men,Bronze,0.0,0.0,1.0
6773,Berlin (1936),1936,Fencing,Fencing,Giorgio Bocchino,ITA,Men,foil team men,Gold,1.0,0.0,0.0
6774,Berlin (1936),1936,Fencing,Fencing,Manlio Di rosa,ITA,Men,foil team men,Gold,1.0,0.0,0.0
6775,Berlin (1936),1936,Fencing,Fencing,Giulio Gaudini,ITA,Men,foil team men,Gold,1.0,0.0,0.0
6776,Berlin (1936),1936,Fencing,Fencing,Gioachino Guaragna,ITA,Men,foil team men,Gold,1.0,0.0,0.0
6777,Berlin (1936),1936,Fencing,Fencing,Gustavo Marzi,ITA,Men,foil team men,Gold,1.0,0.0,0.0
6778,Berlin (1936),1936,Fencing,Fencing,Ciro Verratti,ITA,Men,foil team men,Gold,1.0,0.0,0.0
6779,Berlin (1936),1936,Fencing,Fencing,RenÃƒÂ© Bondoux,FRA,Men,foil team men,Silver,0.0,1.0,0.0
6780,Berlin (1936),1936,Fencing,Fencing,RenÃƒÂ© Bougnol,FRA,Men,foil team men,Silver,0.0,1.0,0.0
6781,Berlin (1936),1936,Fencing,Fencing,Jacques Coutrot,FRA,Men,foil team men,Silver,0.0,1.0,0.0
6782,Berlin (1936),1936,Fencing,Fencing,AndrÃƒÂ© Gardere,FRA,Men,foil team men,Silver,0.0,1.0,0.0
6783,Berlin (1936),1936,Fencing,Fencing,Edouard Gardere,FRA,Men,foil team men,Silver,0.0,1.0,0.0
6784,Berlin (1936),1936,Fencing,Fencing,RenÃƒÂ© Lemoine,FRA,Men,foil team men,Silver,0.0,1.0,0.0
6785,Berlin (1936),1936,Fencing,Fencing,Otto Adam,GER,Men,foil team men,Bronze,0.0,0.0,1.0
6786,Berlin (1936),1936,Fencing,Fencing,Erwin Casmir,GER,Men,foil team men,Bronze,0.0,0.0,1.0
6787,Berlin (1936),1936,Fencing,Fencing,Julius Eisenecker,GER,Men,foil team men,Bronze,0.0,0.0,1.0
6788,Berlin (1936),1936,Fencing,Fencing,August Heim,GER,Men,foil team men,Bronze,0.0,0.0,1.0
6789,Berlin (1936),1936,Fencing,Fencing,Siegfried Lerdon,GER,Men,foil team men,Bronze,0.0,0.0,1.0
6790,Berlin (1936),1936,Fencing,Fencing,Stefan Rosenbauer,GER,Men,foil team men,Bronze,0.0,0.0,1.0
6791,Berlin (1936),1936,Fencing,Fencing,Ilona Elek,HUN,Women,foil individual women,Gold,1.0,0.0,0.0
6792,Berlin (1936),1936,Fencing,Fencing,Helene Mayer,GER,Women,foil individual women,Silver,0.0,1.0,0.0
6793,Berlin (1936),1936,Fencing,Fencing,Ellen S. Preis-mÃƒÂ¼ller,AUT,Women,foil individual women,Bronze,0.0,0.0,1.0
6794,Berlin (1936),1936,Fencing,Fencing,Giulio Gaudini,ITA,Men,foil individual men,Gold,1.0,0.0,0.0
6795,Berlin (1936),1936,Fencing,Fencing,Edouard Gardere,FRA,Men,foil individual men,Silver,0.0,1.0,0.0
6796,Berlin (1936),1936,Fencing,Fencing,Giorgio Bocchino,ITA,Men,foil individual men,Bronze,0.0,0.0,1.0
6797,Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Georges Miez,SUI,Men,floor exercises men,Gold,1.0,0.0,0.0
6798,Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Josef Walter,SUI,Men,floor exercises men,Silver,0.0,1.0,0.0
6799,Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Konrad Frey,GER,Men,floor exercises men,Bronze,0.0,0.0,1.0
6800,Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Eugen Mack,SUI,Men,floor exercises men,Bronze,0.0,0.0,1.0
6801,Berlin (1936),1936,Rowing,Rowing,Gordon Belgum Adam,USA,Men,eight with coxswain (8+) men,Gold,1.0,0.0,0.0
6802,Berlin (1936),1936,Rowing,Rowing,Charles Ward Day,USA,Men,eight with coxswain (8+) men,Gold,1.0,0.0,0.0
6803,Berlin (1936),1936,Rowing,Rowing,Donald Bruce Hume,USA,Men,eight with coxswain (8+) men,Gold,1.0,0.0,0.0
6804,Berlin (1936),1936,Rowing,Rowing,George Elwood Jr. Hunt,USA,Men,eight with coxswain (8+) men,Gold,1.0,0.0,0.0
6805,Berlin (1936),1936,Rowing,Rowing,James Burge Mcmillin,USA,Men,eight with coxswain (8+) men,Gold,1.0,0.0,0.0
6806,Berlin (1936),1936,Rowing,Rowing,Robert Gaston Moch,USA,Men,eight with coxswain (8+) men,Gold,1.0,0.0,0.0
6807,Berlin (1936),1936,Rowing,Rowing,Herbert Roger Morris,USA,Men,eight with coxswain (8+) men,Gold,1.0,0.0,0.0
6808,Berlin (1936),1936,Rowing,Rowing,Joseph Harry Rantz,USA,Men,eight with coxswain (8+) men,Gold,1.0,0.0,0.0
6809,Berlin (1936),1936,Rowing,Rowing,John Galbraith White,USA,Men,eight with coxswain (8+) men,Gold,1.0,0.0,0.0
6810,Berlin (1936),1936,Rowing,Rowing,Dino Barsotti,ITA,Men,eight with coxswain (8+) men,Silver,0.0,1.0,0.0
6811,Berlin (1936),1936,Rowing,Rowing,Enzo Bartolini,ITA,Men,eight with coxswain (8+) men,Silver,0.0,1.0,0.0
6812,Berlin (1936),1936,Rowing,Rowing,Mario Checcacci,ITA,Men,eight with coxswain (8+) men,Silver,0.0,1.0,0.0
6813,Berlin (1936),1936,Rowing,Rowing,Guglielmo Del bimbo,ITA,Men,eight with coxswain (8+) men,Silver,0.0,1.0,0.0
6814,Berlin (1936),1936,Rowing,Rowing,Enrico Garzelli,ITA,Men,eight with coxswain (8+) men,Silver,0.0,1.0,0.0
6815,Berlin (1936),1936,Rowing,Rowing,Oreste Grossi,ITA,Men,eight with coxswain (8+) men,Silver,0.0,1.0,0.0
6816,Berlin (1936),1936,Rowing,Rowing,Cesare Milani,ITA,Men,eight with coxswain (8+) men,Silver,0.0,1.0,0.0
6817,Berlin (1936),1936,Rowing,Rowing,Ottorino Quaglierini,ITA,Men,eight with coxswain (8+) men,Silver,0.0,1.0,0.0
6818,Berlin (1936),1936,Rowing,Rowing,Dante Secchi,ITA,Men,eight with coxswain (8+) men,Silver,0.0,1.0,0.0
6819,Berlin (1936),1936,Rowing,Rowing,Hans-Joachim Hannemann,GER,Men,eight with coxswain (8+) men,Bronze,0.0,0.0,1.0
6820,Berlin (1936),1936,Rowing,Rowing,Heinz Kaufmann,GER,Men,eight with coxswain (8+) men,Bronze,0.0,0.0,1.0
6821,Berlin (1936),1936,Rowing,Rowing,Hans Kuschke,GER,Men,eight with coxswain (8+) men,Bronze,0.0,0.0,1.0
6822,Berlin (1936),1936,Rowing,Rowing,Werner Loeckle,GER,Men,eight with coxswain (8+) men,Bronze,0.0,0.0,1.0
6823,Berlin (1936),1936,Rowing,Rowing,Wilhelm Mahlow,GER,Men,eight with coxswain (8+) men,Bronze,0.0,0.0,1.0
6824,Berlin (1936),1936,Rowing,Rowing,Helmut Radach,GER,Men,eight with coxswain (8+) men,Bronze,0.0,0.0,1.0
6825,Berlin (1936),1936,Rowing,Rowing,Alfred Rieck,GER,Men,eight with coxswain (8+) men,Bronze,0.0,0.0,1.0
6826,Berlin (1936),1936,Rowing,Rowing,Herbert Schmidt,GER,Men,eight with coxswain (8+) men,Bronze,0.0,0.0,1.0
6827,Berlin (1936),1936,Rowing,Rowing,Gerd VÃƒÂ¶ls,GER,Men,eight with coxswain (8+) men,Bronze,0.0,0.0,1.0
6828,Berlin (1936),1936,Rowing,Rowing,Jack Beresford,GBR,Men,double sculls (2x) men,Gold,1.0,0.0,0.0
6829,Berlin (1936),1936,Rowing,Rowing,Leslie Frank Southwood,GBR,Men,double sculls (2x) men,Gold,1.0,0.0,0.0
6830,Berlin (1936),1936,Rowing,Rowing,Willi Kaidel,GER,Men,double sculls (2x) men,Silver,0.0,1.0,0.0
6831,Berlin (1936),1936,Rowing,Rowing,Joachim Pirsch,GER,Men,double sculls (2x) men,Silver,0.0,1.0,0.0
6832,Berlin (1936),1936,Rowing,Rowing,Jerzy Ustupski,POL,Men,double sculls (2x) men,Bronze,0.0,0.0,1.0
6833,Berlin (1936),1936,Rowing,Rowing,Roger Verey,POL,Men,double sculls (2x) men,Bronze,0.0,0.0,1.0
6834,Berlin (1936),1936,Athletics,Athletics,Gisela Mauermayer,GER,Women,discus throw women,Gold,1.0,0.0,0.0
6835,Berlin (1936),1936,Athletics,Athletics,Jadwiga Wajsourna,POL,Women,discus throw women,Silver,0.0,1.0,0.0
6836,Berlin (1936),1936,Athletics,Athletics,Paula Mollenhauer,GER,Women,discus throw women,Bronze,0.0,0.0,1.0
6837,Berlin (1936),1936,Athletics,Athletics,William Kenneth Carpenter,USA,Men,discus throw men,Gold,1.0,0.0,0.0
6838,Berlin (1936),1936,Athletics,Athletics,Gordon Glover Dunn,USA,Men,discus throw men,Silver,0.0,1.0,0.0
6839,Berlin (1936),1936,Athletics,Athletics,Giorgio Oberweger,ITA,Men,discus throw men,Bronze,0.0,0.0,1.0
6840,Berlin (1936),1936,Athletics,Athletics,Glenn Edward Morris,USA,Men,decathlon men,Gold,1.0,0.0,0.0
6841,Berlin (1936),1936,Athletics,Athletics,Robert Hyatt Clark,USA,Men,decathlon men,Silver,0.0,1.0,0.0
6842,Berlin (1936),1936,Athletics,Athletics,John Jack Parker,USA,Men,decathlon men,Bronze,0.0,0.0,1.0
6843,Berlin (1936),1936,Rowing,Rowing,Willi Eichhorn,GER,Men,coxless pair (2-) men,Gold,1.0,0.0,0.0
6844,Berlin (1936),1936,Rowing,Rowing,Hugo Strauss,GER,Men,coxless pair (2-) men,Gold,1.0,0.0,0.0
6845,Berlin (1936),1936,Rowing,Rowing,Harry Julius Larsen,DEN,Men,coxless pair (2-) men,Silver,0.0,1.0,0.0
6846,Berlin (1936),1936,Rowing,Rowing,Peter Richard Olsen,DEN,Men,coxless pair (2-) men,Silver,0.0,1.0,0.0
6847,Berlin (1936),1936,Rowing,Rowing,Julio Pedro Curatella,ARG,Men,coxless pair (2-) men,Bronze,0.0,0.0,1.0
6848,Berlin (1936),1936,Rowing,Rowing,Horacio Podesta,ARG,Men,coxless pair (2-) men,Bronze,0.0,0.0,1.0
6849,Berlin (1936),1936,Basketball,Basketball,Samuel J. Jr. Balter,USA,Men,basketball men,Gold,1.0,0.0,0.0
6850,Berlin (1936),1936,Basketball,Basketball,Ralph English Bishop,USA,Men,basketball men,Gold,1.0,0.0,0.0
6851,Berlin (1936),1936,Basketball,Basketball,Joseph Cephis Fortenberry,USA,Men,basketball men,Gold,1.0,0.0,0.0
6852,Berlin (1936),1936,Basketball,Basketball,John Haskell Gibbons,USA,Men,basketball men,Gold,1.0,0.0,0.0
6853,Berlin (1936),1936,Basketball,Basketball,Francis Lee Johnson,USA,Men,basketball men,Gold,1.0,0.0,0.0
6854,Berlin (1936),1936,Basketball,Basketball,Carl Stanley Knowles,USA,Men,basketball men,Gold,1.0,0.0,0.0
6855,Berlin (1936),1936,Basketball,Basketball,Frank John Lubin,USA,Men,basketball men,Gold,1.0,0.0,0.0
6856,Berlin (1936),1936,Basketball,Basketball,Arthur Owen Mollner,USA,Men,basketball men,Gold,1.0,0.0,0.0
6857,Berlin (1936),1936,Basketball,Basketball,Donald Arthur Piper,USA,Men,basketball men,Gold,1.0,0.0,0.0
6858,Berlin (1936),1936,Basketball,Basketball,Jack Williamson Ragland,USA,Men,basketball men,Gold,1.0,0.0,0.0
6859,Berlin (1936),1936,Basketball,Basketball,Willard Theodore Schmidt,USA,Men,basketball men,Gold,1.0,0.0,0.0
6860,Berlin (1936),1936,Basketball,Basketball,Carl L. Shy,USA,Men,basketball men,Gold,1.0,0.0,0.0
6861,Berlin (1936),1936,Basketball,Basketball,Duane Alexander Swanson,USA,Men,basketball men,Gold,1.0,0.0,0.0
6862,Berlin (1936),1936,Basketball,Basketball,William John Wheatley,USA,Men,basketball men,Gold,1.0,0.0,0.0
6863,Berlin (1936),1936,Basketball,Basketball,Gordon Aitchison,CAN,Men,basketball men,Silver,0.0,1.0,0.0
6864,Berlin (1936),1936,Basketball,Basketball,Jan Alistair Allison,CAN,Men,basketball men,Silver,0.0,1.0,0.0
6865,Berlin (1936),1936,Basketball,Basketball,Arthur St.Clair Chapman,CAN,Men,basketball men,Silver,0.0,1.0,0.0
6866,Berlin (1936),1936,Basketball,Basketball,Charles Winston Chapman,CAN,Men,basketball men,Silver,0.0,1.0,0.0
6867,Berlin (1936),1936,Basketball,Basketball,Edward John Dawson,CAN,Men,basketball men,Silver,0.0,1.0,0.0
6868,Berlin (1936),1936,Basketball,Basketball,Irving Meretsky,CAN,Men,basketball men,Silver,0.0,1.0,0.0
6869,Berlin (1936),1936,Basketball,Basketball,James Douglas Peden,CAN,Men,basketball men,Silver,0.0,1.0,0.0
6870,Berlin (1936),1936,Basketball,Basketball,James Stewart,CAN,Men,basketball men,Silver,0.0,1.0,0.0
6871,Berlin (1936),1936,Basketball,Basketball,Malcolm Edward Wiseman,CAN,Men,basketball men,Silver,0.0,1.0,0.0
6872,Berlin (1936),1936,Basketball,Basketball,Carlos Borja morca,MEX,Men,basketball men,Bronze,0.0,0.0,1.0
6873,Berlin (1936),1936,Basketball,Basketball,Victor Hugo Borja morca,MEX,Men,basketball men,Bronze,0.0,0.0,1.0
6874,Berlin (1936),1936,Basketball,Basketball,Rodolfo Choperena irizarri,MEX,Men,basketball men,Bronze,0.0,0.0,1.0
6875,Berlin (1936),1936,Basketball,Basketball,Luis Ignacio De la vega leija,MEX,Men,basketball men,Bronze,0.0,0.0,1.0
6876,Berlin (1936),1936,Basketball,Basketball,Raul Fernandez robert,MEX,Men,basketball men,Bronze,0.0,0.0,1.0
6877,Berlin (1936),1936,Basketball,Basketball,Andres Gomez dominguez,MEX,Men,basketball men,Bronze,0.0,0.0,1.0
6878,Berlin (1936),1936,Basketball,Basketball,Silvio Hernandez del valle,MEX,Men,basketball men,Bronze,0.0,0.0,1.0
6879,Berlin (1936),1936,Basketball,Basketball,Francisco Martinez cordero,MEX,Men,basketball men,Bronze,0.0,0.0,1.0
6880,Berlin (1936),1936,Basketball,Basketball,Jesus Olmoz moreno,MEX,Men,basketball men,Bronze,0.0,0.0,1.0
6881,Berlin (1936),1936,Basketball,Basketball,Jose Pamplona lecuanda,MEX,Men,basketball men,Bronze,0.0,0.0,1.0
6882,Berlin (1936),1936,Basketball,Basketball,Greer S. Skousen spilsbury,MEX,Men,basketball men,Bronze,0.0,0.0,1.0
6883,Berlin (1936),1936,Cycling,Cycling Track,Robert Charpentier,FRA,Men,Team Pursuit (4000m) men,Gold,1.0,0.0,0.0
6884,Berlin (1936),1936,Cycling,Cycling Track,Jean Goujon,FRA,Men,Team Pursuit (4000m) men,Gold,1.0,0.0,0.0
6885,Berlin (1936),1936,Cycling,Cycling Track,Guy Lapebie,FRA,Men,Team Pursuit (4000m) men,Gold,1.0,0.0,0.0
6886,Berlin (1936),1936,Cycling,Cycling Track,Roger Le nizerhy,FRA,Men,Team Pursuit (4000m) men,Gold,1.0,0.0,0.0
6887,Berlin (1936),1936,Cycling,Cycling Track,Bianco Bianchi,ITA,Men,Team Pursuit (4000m) men,Silver,0.0,1.0,0.0
6888,Berlin (1936),1936,Cycling,Cycling Track,Mario Gentili,ITA,Men,Team Pursuit (4000m) men,Silver,0.0,1.0,0.0
6889,Berlin (1936),1936,Cycling,Cycling Track,Armando Latini,ITA,Men,Team Pursuit (4000m) men,Silver,0.0,1.0,0.0
6890,Berlin (1936),1936,Cycling,Cycling Track,Severino Rigoni,ITA,Men,Team Pursuit (4000m) men,Silver,0.0,1.0,0.0
6891,Berlin (1936),1936,Cycling,Cycling Track,Harry Heaton Hill,GBR,Men,Team Pursuit (4000m) men,Bronze,0.0,0.0,1.0
6892,Berlin (1936),1936,Cycling,Cycling Track,Ernest Alfred Johnson,GBR,Men,Team Pursuit (4000m) men,Bronze,0.0,0.0,1.0
6893,Berlin (1936),1936,Cycling,Cycling Track,Charles Thomas King,GBR,Men,Team Pursuit (4000m) men,Bronze,0.0,0.0,1.0
6894,Berlin (1936),1936,Cycling,Cycling Track,Ernest Victor Mills,GBR,Men,Team Pursuit (4000m) men,Bronze,0.0,0.0,1.0
6895,Berlin (1936),1936,Cycling,Cycling Track,Anton (Toni) Merkens,GER,Men,Sprint indivual men,Gold,1.0,0.0,0.0
6896,Berlin (1936),1936,Cycling,Cycling Track,Arie Gerrit Van vliet,NED,Men,Sprint indivual men,Silver,0.0,1.0,0.0
6897,Berlin (1936),1936,Cycling,Cycling Track,Louis Chaillot,FRA,Men,Sprint indivual men,Bronze,0.0,0.0,1.0
6898,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Alfons Dorfner,AUT,Men,K-2 1000m (kayak double) men,Gold,1.0,0.0,0.0
6899,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Adolf Kainz,AUT,Men,K-2 1000m (kayak double) men,Gold,1.0,0.0,0.0
6900,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Fritz Bondroit,GER,Men,K-2 1000m (kayak double) men,Silver,0.0,1.0,0.0
6901,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Ewald Tilker,GER,Men,K-2 1000m (kayak double) men,Silver,0.0,1.0,0.0
6902,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Nicolaas Tates,NED,Men,K-2 1000m (kayak double) men,Bronze,0.0,0.0,1.0
6903,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Willem Frederik Van der kroft,NED,Men,K-2 1000m (kayak double) men,Bronze,0.0,0.0,1.0
6904,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Ludwig Landen,GER,Men,K-2 10000m men,Gold,1.0,0.0,0.0
6905,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Paul Wevers,GER,Men,K-2 10000m men,Gold,1.0,0.0,0.0
6906,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Viktor Kalisch,AUT,Men,K-2 10000m men,Silver,0.0,1.0,0.0
6907,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Karl Steinhuber,AUT,Men,K-2 10000m men,Silver,0.0,1.0,0.0
6908,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Tage Fahlborg,SWE,Men,K-2 10000m men,Bronze,0.0,0.0,1.0
6909,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Helge Larsson,SWE,Men,K-2 10000m men,Bronze,0.0,0.0,1.0
6910,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Gregor Hradetzky,AUT,Men,K-1 1000m (kayak single) men,Gold,1.0,0.0,0.0
6911,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Helmut CÃƒÂ¤mmerer,GER,Men,K-1 1000m (kayak single) men,Silver,0.0,1.0,0.0
6912,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Jacobus Kraaier,NED,Men,K-1 1000m (kayak single) men,Bronze,0.0,0.0,1.0
6913,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Ernst Krebs,GER,Men,K-1 10000m men,Gold,1.0,0.0,0.0
6914,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Fritz Landertinger,AUT,Men,K-1 10000m men,Silver,0.0,1.0,0.0
6915,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Ernest Riedel,USA,Men,K-1 10000m men,Bronze,0.0,0.0,1.0
6916,Berlin (1936),1936,Modern Pentathlon,Modern Pentathlon.,Gotthard Handrick,GER,Men,Individual competition men,Gold,1.0,0.0,0.0
6917,Berlin (1936),1936,Modern Pentathlon,Modern Pentathlon.,Charles Fredrick Leonard,USA,Men,Individual competition men,Silver,0.0,1.0,0.0
6918,Berlin (1936),1936,Modern Pentathlon,Modern Pentathlon.,Silvano Abba,ITA,Men,Individual competition men,Bronze,0.0,0.0,1.0
6919,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Jan Brzak-felix,TCH,Men,C-2 1000m (canoe double) men,Gold,1.0,0.0,0.0
6920,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Vladimir Syrovatka,TCH,Men,C-2 1000m (canoe double) men,Gold,1.0,0.0,0.0
6921,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Edletitsch,AUT,Men,C-2 1000m (canoe double) men,Silver,0.0,1.0,0.0
6922,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Kampfl,AUT,Men,C-2 1000m (canoe double) men,Silver,0.0,1.0,0.0
6923,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Harvey Blashford Charters,CAN,Men,C-2 1000m (canoe double) men,Bronze,0.0,0.0,1.0
6924,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Frank Warren Saker,CAN,Men,C-2 1000m (canoe double) men,Bronze,0.0,0.0,1.0
6925,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Vaclav Mottl,TCH,Men,C-2 10000m men,Gold,1.0,0.0,0.0
6926,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Zdenek Skrlant,TCH,Men,C-2 10000m men,Gold,1.0,0.0,0.0
6927,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Harvey Blashford Charters,CAN,Men,C-2 10000m men,Silver,0.0,1.0,0.0
6928,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Frank Warren Saker,CAN,Men,C-2 10000m men,Silver,0.0,1.0,0.0
6929,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Karl Proisl,AUT,Men,C-2 10000m men,Bronze,0.0,0.0,1.0
6930,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Rupert Weinstabl,AUT,Men,C-2 10000m men,Bronze,0.0,0.0,1.0
6931,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Frank Amyot,CAN,Men,C-1 1000m (canoe single) men,Gold,1.0,0.0,0.0
6932,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Bohuslav Karlik,TCH,Men,C-1 1000m (canoe single) men,Silver,0.0,1.0,0.0
6933,Berlin (1936),1936,Canoe / Kayak,Canoe / Kayak F,Erich Koschik,GER,Men,C-1 1000m (canoe single) men,Bronze,0.0,0.0,1.0
6934,Berlin (1936),1936,Sailing,Sailing,Bruno Bianchi,ITA,Men,8m,Gold,1.0,0.0,0.0
6935,Berlin (1936),1936,Sailing,Sailing,Luigi De manincor,ITA,Men,8m,Gold,1.0,0.0,0.0
6936,Berlin (1936),1936,Sailing,Sailing,Domenico Mordini,ITA,Men,8m,Gold,1.0,0.0,0.0
6937,Berlin (1936),1936,Sailing,Sailing,Enrico Massimo Poggi,ITA,Men,8m,Gold,1.0,0.0,0.0
6938,Berlin (1936),1936,Sailing,Sailing,Luigi Mino Poggi,ITA,Men,8m,Gold,1.0,0.0,0.0
6939,Berlin (1936),1936,Sailing,Sailing,Giovanni Leone Reggio,ITA,Men,8m,Gold,1.0,0.0,0.0
6940,Berlin (1936),1936,Sailing,Sailing,John Peder Ditlev-simonsen,NOR,Men,8m,Silver,0.0,1.0,0.0
6941,Berlin (1936),1936,Sailing,Sailing,Olaf Christian Jr. Ditlev-simonsen,NOR,Men,8m,Silver,0.0,1.0,0.0
6942,Berlin (1936),1936,Sailing,Sailing,Lauritz Thure Thrap Schmidt,NOR,Men,8m,Silver,0.0,1.0,0.0
6943,Berlin (1936),1936,Sailing,Sailing,Hans Soelberg Struksnas,NOR,Men,8m,Silver,0.0,1.0,0.0
6944,Berlin (1936),1936,Sailing,Sailing,Jacob Tullin Thams,NOR,Men,8m,Silver,0.0,1.0,0.0
6945,Berlin (1936),1936,Sailing,Sailing,Nordahl E. Wallem,NOR,Men,8m,Silver,0.0,1.0,0.0
6946,Berlin (1936),1936,Sailing,Sailing,Friedrich (Fritz) Bischoff,GER,Men,8m,Bronze,0.0,0.0,1.0
6947,Berlin (1936),1936,Sailing,Sailing,Hans Howaldt,GER,Men,8m,Bronze,0.0,0.0,1.0
6948,Berlin (1936),1936,Sailing,Sailing,Alfried Krupp von bohlen und halbach,GER,Men,8m,Bronze,0.0,0.0,1.0
6949,Berlin (1936),1936,Sailing,Sailing,Eduard Mohr,GER,Men,8m,Bronze,0.0,0.0,1.0
6950,Berlin (1936),1936,Sailing,Sailing,Felix Scheder-bieschin,GER,Men,8m,Bronze,0.0,0.0,1.0
6951,Berlin (1936),1936,Sailing,Sailing,Otto Wachs,GER,Men,8m,Bronze,0.0,0.0,1.0
6952,Berlin (1936),1936,Athletics,Athletics,Trebisonda Valla,ITA,Women,80m hurdles women,Gold,1.0,0.0,0.0
6953,Berlin (1936),1936,Athletics,Athletics,Anni Steuer,GER,Women,80m hurdles women,Silver,0.0,1.0,0.0
6954,Berlin (1936),1936,Athletics,Athletics,Elizabeth Taylor-campbell,CAN,Women,80m hurdles women,Bronze,0.0,0.0,1.0
6955,Berlin (1936),1936,Athletics,Athletics,John Youie Woodruff,USA,Men,800m men,Gold,1.0,0.0,0.0
6956,Berlin (1936),1936,Athletics,Athletics,Mario Lanzi,ITA,Men,800m men,Silver,0.0,1.0,0.0
6957,Berlin (1936),1936,Athletics,Athletics,Philip Edwards,CAN,Men,800m men,Bronze,0.0,0.0,1.0
6958,Berlin (1936),1936,Wrestling,Wrestling Freestyle,Knut Fridell,SWE,Men,79 - 87kg (light-heavyweight) men,Gold,1.0,0.0,0.0
6959,Berlin (1936),1936,Wrestling,Wrestling Greco-Romano,Axel Cadier,SWE,Men,79 - 87kg (light-heavyweight) men,Gold,1.0,0.0,0.0
6960,Berlin (1936),1936,Wrestling,Wrestling Freestyle,Ago (August) Neo,EST,Men,79 - 87kg (light-heavyweight) men,Silver,0.0,1.0,0.0
6961,Berlin (1936),1936,Wrestling,Wrestling Greco-Romano,Edwins Bietags,LAT,Men,79 - 87kg (light-heavyweight) men,Silver,0.0,1.0,0.0
6962,Berlin (1936),1936,Wrestling,Wrestling Freestyle,Erich Siebert,GER,Men,79 - 87kg (light-heavyweight) men,Bronze,0.0,0.0,1.0
